Isracard: אטרקציות,1. חמי געש,1+1 ברכישת כרטיס כניסה במחיר מלא בקופות אתר ''חמי געש''
Isracard: אטרקציות,2. היכל הקרח ICE PEAKS,1+1 לכרטיס להיכל הקרח ICE PEAKS בחולון
Isracard: אטרקציות,3. רשת משחקיות פעלטון,כרטיס כניסה 1+1 לרשת משחקיות פעלטון
Isracard: אטרקציות,4. רפטינג נהר הירדן,1+1 לשייט+אומגה ברפטינג נהר הירדן
Isracard: אטרקציות,5. לעוף על המים,1+1 בקניית כרטיס לשייט אקסטרים
Isracard: אטרקציות,6. מעלית הזמן בירושלים,1+1 לכרטיס   למעלית הזמן בירושלים
Isracard: אטרקציות,7. בשביל המעיינות,1+1 בשכירת אופניים לטיול של שלוש שעות בפארק המעיינות
Isracard: אטרקציות,8. קיפצובה,"כרטיס 1+1 ל""קיפצובה"""
Isracard: אטרקציות,9. צוק מנרה,1+1 לכרטיס כניסה לרכבל בצוק מנרה
Isracard: אטרקציות,10. מקלט הקופים הישראלי,1+1 למקלט הקופים הישראלי
Isracard: אטרקציות,11. מוזיאון המדע מדעטק,1+1 לכרטיס למוזיאון המדע המרתק מדעטק
Isracard: אטרקציות,12. אקשן פארק,1+1 לכרטיס לאקשן פארק
Isracard: אטרקציות,13. מרכז קנדה,"1+1 על כרטיס משולב להחלקה על הקרח + בריכה, השני חינם"
Isracard: אטרקציות,14. דבורת התבור,1+1 לכרטיס לדבורת התבור
Isracard: אטרקציות,15. הדב הלבן,1+1 בקניית כרטיס ילד כרטיס מבוגר חינם
Isracard: אטרקציות,16. חי כיף ראשון לציון,"1+1 לכרטיס לגן החיות ""חי - כיף"""
Isracard: אטרקציות,17. מיני ישראל,כרטיס 1+1 למיני ישראל
Isracard: אטרקציות,18. הקרקס החקלאי,כרטיס 1+1 בקרקס החקלאי
Isracard: אטרקציות,19. הגונדולייר פארק רעננה,כרטיס משולב שייט בספינה וסיור ברכבת פארק רעננה 1+1
Isracard: אטרקציות,20. רכבת הגונדולייר פארק הרצליה,1+1 לסיור זוגי ברכבת השעשועים בפארק הרצליה
Isracard: אטרקציות,21. עמותת טכנודע מדעת,כניסה לפארק ומוזיאון המדע בטכנודע חדרה 1+1
Isracard: אטרקציות,22. ימית ספארק המים,1+1 לכרטיס לימית ספארק המים
Isracard: אטרקציות,23. מעיינות חמי טבריה,1+1 בקניית כרטיס כניסה במעיינות חמי טבריה
Isracard: אטרקציות,24. מרכז קנדה,"1+1 על כרטיס להחלקה על הקרח, השני חינם"
Isracard: אטרקציות,25. קייקי מעין הגושרים,"1+1 לכרטיס ל""קייקי מעין הגושרים"""
Isracard: אטרקציות,26. מצנחי הים האדום,1+1 לכרטיס למצנחי הים האדום - בננה
Isracard: אטרקציות,27. ספירל פארק,1+1 לכרטיס לספירל פארק לקרוסלה משוגעת
Isracard: אטרקציות,28. לגן החיות הלימודי,כרטיס 1+1 לגן החיות הלימודי
Isracard: אטרקציות,29. בית האיכר,"כרטיס 1+1 ל""בית האיכר"""
Isracard: אטרקציות,30. דרך העץ,כרטיס כניסה חינם למבוגר ברכישת כרטיס ילד במחיר מלא
Isracard: אטרקציות,31. פארק השעשועים באלגן,"כרטיס מבוגר חינם ברכישת כרטיס לילד במחיר מלא, לפארק השעשועים באלגן"
Isracard: אטרקציות,32. מצנחי הים האדום,1+1 לכרטיס למצנחי הים האדום - אבוב בישיבה
Isracard: אטרקציות,33. מצנחי הים האדום,1+1 לכרטיס למצנחי הים האדום - אבוב בשכיבה
Isracard: אטרקציות,34. החווה של חוה,"כרטיס מבוגר חינם, בקניית כרטיס ילד במחיר מלא"
Isracard: אטרקציות,35. ספירל פארק,1+1 לכרטיס לספירל פארק למגדל נפילה
Isracard: אטרקציות,36. ספירל פארק,1+1 לכרטיס לספירל פארק לקרוסלת סוסים
Isracard: אטרקציות,37. חוף חנניה אילת,1+1 לכרטיס לשייט ביאכטת פרדייז + ארוחה בחוף חנניה באילת
Isracard: אטרקציות,38. חוף חנניה אילת,1+1 לכרטיס למצלול ז'ול ורן בחוף חנניה באילת
Isracard: אטרקציות,39. מרינה דייורס,1+1 למרינה דייורס (שנירקול מודרך) באילת
Isracard: אטרקציות,40. רפטינג נהר הירדן,1+1 לפיינטבול ברפטינג נהר הירדן
Isracard: אטרקציות,41. בוטיק השוקולד דה קרינה,"כרטיס 1+1 ברכישת כרטיס למבוגר, כרטיס לילד חינם בבוטיק השוקולד דה קרינה"
Isracard: אטרקציות,42. מרכז הרצל,"1+1 בקניית כרטיס מבוגר, ילד במתנה במרכז הרצל"
Isracard: עיצוב ומוצרים לבית,43. פרגולנד,משלוח חינם ברכישת גגון גשם או סוכך זרועות אירופאי ממונע
Isracard: עיצוב ומוצרים לבית,44. MOOKI,ערכת קריוקי מקצועית רק ב- 199 ₪ במקום 359 ₪
Isracard: עיצוב ומוצרים לבית,45. קרמיק דיפו,"ברז מפואר ואיכותי (7 שנות אחריות) במתנה, בקניית ארון אמבטיה בצבע אפוקסי"
Isracard: עיצוב ומוצרים לבית,46. אמריקן קומפורט,מכשיר עיסוי מפנק לכפות הרגליים במחיר מיוחד 790 ₪ במקום 999 ₪!
Isracard: עיצוב ומוצרים לבית,47. MOOKI,מסחטה לפירות וירקות קשים ב- 328 ₪ במקום 899 ₪
Isracard: עיצוב ומוצרים לבית,48. שטראוס מים,ברי המים תמי4 במחיר משתלם במיוחד בשבילכם
Isracard: עיצוב ומוצרים לבית,49. AliExpress,5$ החזר כספי בקניה   ב- 15$ ומעלה   ב- 11.11 באתר AliExpress
Isracard: עוד הפתעות,50. BringBring,60 ₪ מתנה לרכישה באתר BringBring סופרמרקט אונליין
Isracard: עוד הפתעות,51. גרייט שייפ,7 כניסות חינם ברצף למועדון הכושר בחודש
Isracard: עוד הפתעות,52. MyBabyGift,10% הנחה ברכישה באתר MyBabyGift
Isracard: עוד הפתעות,53. רוזן ומינץ,אופני דחיפה (צעידה) VISION ב-129 ₪ במקום 300 ₪
Isracard: עוד הפתעות,54. מועדון הכדורסל מכבי ת''א,גיפט כארד מפנק של DREAM CARD במתנה! ברכישת מנוי למועדון הכדורסל מכבי FOX ת''א
Isracard: עוד הפתעות,55. MOOKI,סוללת חירום 8000mAH להתנעת הרכב MIRACASE ב- 189 ₪ במקום 299 ₪
Isracard: עוד הפתעות,56. MOOKI,ערכת קריוקי מקצועית רק ב- 199 ₪ במקום 359 ₪
Isracard: עוד הפתעות,57. תיק ותיק,מזוודת טרולי איכותית למטוס ב-179 ₪ בלבד
Isracard: עוד הפתעות,58. ריקושט,תיק למחשב נייד/טאבלט דגם TUFAN  של MARCO POLO   ב- 205 ₪ במקום 319 ₪
Isracard: עוד הפתעות,59. אמריקן קומפורט,מכשיר עיסוי מפנק לכפות הרגליים במחיר מיוחד 790 ₪ במקום 999 ₪!
Isracard: עוד הפתעות,60. MOOKI,מסחטה לפירות וירקות קשים ב- 328 ₪ במקום 899 ₪
Isracard: עוד הפתעות,61. AliExpress,5$ החזר כספי בקניה   ב- 15$ ומעלה   ב- 11.11 באתר AliExpress
Isracard: עוד הפתעות,62. המנטור אלון אולמן,כרטיס זוגי ב- 147 ₪ להרצאה המבוקשת עם המנטור אלון אולמן
Isracard: אופנה,63. אתר ג'ייד,בלעדי באתר ג'ייד - כל האתר ללא מע''מ וגם סומק במתנה!
Isracard: אופנה,64. MAELYS,25% הנחה על כל אתר מאליס MAELYS קוסמטיקה
Isracard: אופנה,65. AliExpress,5$ החזר כספי בקניה   ב- 15$ ומעלה   ב- 11.11 באתר AliExpress
Isracard: אוכל,66. BringBring,60 ₪ מתנה לרכישה באתר BringBring סופרמרקט אונליין
Isracard: אוכל,67. מסעדת צנעני,מסעדת צנעני - ארוחה זוגית ב- 159 ₪ במקום ב- 216 ₪
Isracard: אוכל,68. מסעדת מורגנפלד,מסעדת מורגנפלד - קינוח מתנה בקניית ארוחה מלאה
Isracard: אוכל,69. רוזליה,רוזליה - קפה וסופלה מתנה בהזמנת מנה מהתפריט
Isracard: אוכל,70. מסעדת השכן,מסעדת השכן - כוס יין הבית מתנה בהזמנת מנה עיקרית
Isracard: אוכל,71. מסעדת Milagro,מסעדת Milagro - ארוחה זוגית ב-99 ₪ במקום ב-154 ₪
Isracard: אוכל,72. סטקייה בכפר,סטקייה בכפר - קינוח מתנה בקניית זוג עיקריות
Isracard: אוכל,73. מסעדת הדייגים הכשרה,מסעדת הדייגים - בקבוק יין מתנה בקניית ארוחה מלאה
Isracard: אוכל,74. מסעדת אלומה,מסעדת אלומה - 10% הנחה על כל התפריט
Isracard: אוכל,75. בוטיק השוקולד דה קרינה,"כרטיס 1+1 ברכישת כרטיס למבוגר, כרטיס לילד חינם בבוטיק השוקולד דה קרינה"
Isracard: הורים וילדים,76. היכל הקרח ICE PEAKS,1+1 לכרטיס להיכל הקרח ICE PEAKS בחולון
Isracard: הורים וילדים,77. אנני המחזמר,כרטיס 1+1 לאנני המחזמר
Isracard: הורים וילדים,78. תיאטרון אורנה פורת,כרטיס ב-55 ₪ במקום 75 ₪ להצגה ''שועלון מחפש חברים''
Isracard: הורים וילדים,79. תיאטרון אורנה פורת,כרטיס ב-55 ₪ במקום 75 ₪ להצגה ''שקשוקה ושוד הלימונים הגדול''
Isracard: הורים וילדים,80. תיאטרון אורנה פורת,כרטיס ב-35 ₪ במקום 45 ₪ להצגה ''צוציקים''
Isracard: הורים וילדים,81. תיאטרון אורנה פורת,כרטיס ב-35 ₪ במקום 45 ₪ להצגה ''בלונים''
Isracard: הורים וילדים,82. אתר התיירות גוליבר,"30$ הנחה בהזמנת חופשה לחו""ל באתר גוליבר"
Isracard: הורים וילדים,83. רשת משחקיות פעלטון,כרטיס כניסה 1+1 לרשת משחקיות פעלטון
Isracard: הורים וילדים,84. תיאטרון אורנה פורת,כרטיס ב-50 ₪ במקום 60 ₪ להצגה עכבר העיר ועכבר השדה
Isracard: הורים וילדים,85. גוליבר,גוליבר - כרטיס 1 + 1
Isracard: הורים וילדים,86. רפטינג נהר הירדן,1+1 לשייט+אומגה ברפטינג נהר הירדן
Isracard: הורים וילדים,87. לעוף על המים,1+1 בקניית כרטיס לשייט אקסטרים
Isracard: הורים וילדים,88. מעלית הזמן בירושלים,1+1 לכרטיס   למעלית הזמן בירושלים
Isracard: הורים וילדים,89. בשביל המעיינות,1+1 בשכירת אופניים לטיול של שלוש שעות בפארק המעיינות
Isracard: הורים וילדים,90. תיאטרון אורנה פורת,כרטיס ב-55 ₪ במקום 75 ₪ להצגה טרופותי
Isracard: הורים וילדים,91. רוח התיאטרון - תיאטרון גשר,1+1 מהמחיר המלא לכל דרגות המחיר להצגת ''רוח התיאטרון''
Isracard: הורים וילדים,92. קיפצובה,"כרטיס 1+1 ל""קיפצובה"""
Isracard: הורים וילדים,93. צוק מנרה,1+1 לכרטיס כניסה לרכבל בצוק מנרה
Isracard: הורים וילדים,94. מקלט הקופים הישראלי,1+1 למקלט הקופים הישראלי
Isracard: הורים וילדים,95. מוזיאון המדע מדעטק,1+1 לכרטיס למוזיאון המדע המרתק מדעטק
Isracard: הורים וילדים,96. אקשן פארק,1+1 לכרטיס לאקשן פארק
Isracard: הורים וילדים,97. מרכז קנדה,"1+1 על כרטיס משולב להחלקה על הקרח + בריכה, השני חינם"
Isracard: הורים וילדים,98. דבורת התבור,1+1 לכרטיס לדבורת התבור
Isracard: הורים וילדים,99. הדב הלבן,1+1 בקניית כרטיס ילד כרטיס מבוגר חינם
Isracard: הורים וילדים,100. חי כיף ראשון לציון,"1+1 לכרטיס לגן החיות ""חי - כיף"""
Isracard: הורים וילדים,101. MyBabyGift,10% הנחה ברכישה באתר MyBabyGift
Isracard: הורים וילדים,102. רוזן ומינץ,אופני דחיפה (צעידה) VISION ב-129 ₪ במקום 300 ₪
Isracard: הורים וילדים,103. MOOKI,מסחטה לפירות וירקות קשים ב- 328 ₪ במקום 899 ₪
Isracard: הורים וילדים,104. AliExpress,5$ החזר כספי בקניה   ב- 15$ ומעלה   ב- 11.11 באתר AliExpress
Isracard: הורים וילדים,105. מיני ישראל,כרטיס 1+1 למיני ישראל
Isracard: הורים וילדים,106. אביבים הפצות,מארז כרטיסיות משחק לימודיות לגילאי 7-5 ב- 99 ₪
Isracard: הורים וילדים,107. אביבים הפצות,מארז כרטיסיות משחק לימודיות לגילאי 3-6 רק ב- 99 ₪
Isracard: הורים וילדים,108. היה היה היסטוריה,מארז הכולל 5 תקליטורי DVD היה היה היסטוריה ב- 112 ₪
Isracard: הורים וילדים,109. הסוד של מיה,מנוי לשנה ב- 145 ₪ לאתר המשחקים והלמידה לגילאי 3-7
Isracard: הורים וילדים,110. התיאטרון שלנו,''התיאטרון שלנו'' - כרטיס שני להצגה ב-50% הנחה
Isracard: הורים וילדים,111. הקרקס החקלאי,כרטיס 1+1 בקרקס החקלאי
Isracard: הורים וילדים,112. הגונדולייר פארק רעננה,כרטיס משולב שייט בספינה וסיור ברכבת פארק רעננה 1+1
Isracard: הורים וילדים,113. אביבים הפצות,חשיבה המצאתית - מארז לומדות של קומפדיה ב- 89 ₪
